Index,Time,Leg Distance,Leg Time,Leg Speed,Elevation,Leg Course ,Position,Temperature,Heart Rate
68,"5/19/20, 12:53:35 PM",17 ft,0:00:01,12 mph,762 ft,336° true,N42° 34.287' W83° 11.597',84.2 °F,64
69,"5/19/20, 12:53:36 PM",33 ft,0:00:03,8 mph,762 ft,324° true,N42° 34.289' W83° 11.598',84.2 °F,64
70,"5/19/20, 12:53:39 PM",34 ft,0:00:02,12 mph,761 ft,263° true,N42° 34.293' W83° 11.602',84.2 °F,64
71,"5/19/20, 12:53:41 PM",27 ft,0:00:01,18 mph,762 ft,256° true,N42° 34.293' W83° 11.610',84.2 °F,64
72,"5/19/20, 12:53:42 PM",123 ft,0:00:04,21 mph,762 ft,260° true,N42° 34.292' W83° 11.616',84.2 °F,64
73,"5/19/20, 12:53:46 PM",92 ft,0:00:04,16 mph,764 ft,271° true,N42° 34.288' W83° 11.643',84.2 °F,64
74,"5/19/20, 12:53:50 PM",37 ft,0:00:02,13 mph,764 ft,325° true,N42° 34.289' W83° 11.663',84.2 °F,65
75,"5/19/20, 12:53:52 PM",29 ft,0:00:01,20 mph,765 ft,2° true,N42° 34.293' W83° 11.668',84.2 °F,67
76,"5/19/20, 12:53:53 PM",110 ft,0:00:03,25 mph,765 ft,0° true,N42° 34.298' W83° 11.668',84.2 °F,68
77,"5/19/20, 12:53:56 PM",86 ft,0:00:02,29 mph,766 ft,359° true,N42° 34.316' W83° 11.668',84.2 °F,68
78,"5/19/20, 12:53:58 PM",42 ft,0:00:01,29 mph,767 ft,0° true,N42° 34.330' W83° 11.668',84.2 °F,72
79,"5/19/20, 12:53:59 PM",42 ft,0:00:01,29 mph,767 ft,359° true,N42° 34.337' W83° 11.668',84.2 °F,77
80,"5/19/20, 12:54:00 PM",83 ft,0:00:02,28 mph,766 ft,358° true,N42° 34.344' W83° 11.668',84.2 °F,80
81,"5/19/20, 12:54:02 PM",155 ft,0:00:04,26 mph,766 ft,357° true,N42° 34.358' W83° 11.669',84.2 °F,82
82,"5/19/20, 12:54:06 PM",78 ft,0:00:02,27 mph,766 ft,358° true,N42° 34.383' W83° 11.671',84.2 °F,71
83,"5/19/20, 12:54:08 PM",77 ft,0:00:02,26 mph,766 ft,359° true,N42° 34.396' W83° 11.671',84.2 °F,67
84,"5/19/20, 12:54:10 PM",76 ft,0:00:02,26 mph,765 ft,359° true,N42° 34.409' W83° 11.671',84.2 °F,64
85,"5/19/20, 12:54:12 PM",183 ft,0:00:05,25 mph,765 ft,358° true,N42° 34.421' W83° 11.672',84.2 °F,61
86,"5/19/20, 12:54:17 PM",36 ft,0:00:01,25 mph,764 ft,358° true,N42° 34.451' W83° 11.673',84.2 °F,64
87,"5/19/20, 12:54:18 PM",136 ft,0:00:03,31 mph,764 ft,356° true,N42° 34.457' W83° 11.674',84.2 °F,64
88,"5/19/20, 12:54:21 PM",31 ft,0:00:02,11 mph,765 ft,342° true,N42° 34.480' W83° 11.676',84.2 °F,64
89,"5/19/20, 12:54:23 PM",57 ft,0:00:02,19 mph,766 ft,326° true,N42° 34.484' W83° 11.678',84.2 °F,63
90,"5/19/20, 12:54:25 PM",28 ft,0:00:01,19 mph,766 ft,311° true,N42° 34.492' W83° 11.685',84.2 °F,61
91,"5/19/20, 12:54:26 PM",30 ft,0:00:01,20 mph,766 ft,290° true,N42° 34.495' W83° 11.690',84.2 °F,61
92,"5/19/20, 12:54:27 PM",72 ft,0:00:02,25 mph,766 ft,279° true,N42° 34.497' W83° 11.696',84.2 °F,61
93,"5/19/20, 12:54:29 PM",195 ft,0:00:05,27 mph,766 ft,275° true,N42° 34.499' W83° 11.712',84.2 °F,61
94,"5/19/20, 12:54:34 PM",38 ft,0:00:01,26 mph,766 ft,272° true,N42° 34.502' W83° 11.756',84.2 °F,64
95,"5/19/20, 12:54:35 PM",151 ft,0:00:04,26 mph,765 ft,267° true,N42° 34.502' W83° 11.764',84.2 °F,64
96,"5/19/20, 12:54:39 PM",33 ft,0:00:01,23 mph,762 ft,270° true,N42° 34.501' W83° 11.798',84.2 °F,65
97,"5/19/20, 12:54:40 PM",98 ft,0:00:04,17 mph,762 ft,271° true,N42° 34.501' W83° 11.805',84.2 °F,65
98,"5/19/20, 12:54:44 PM",,,,759 ft,,N42° 34.501' W83° 11.827',84.2 °F,64
