Index,Time,Leg Distance,Leg Time,Leg Speed,Elevation,Leg Course ,Position,Temperature,Heart Rate
25,"6/25/20, 1:15:35 PM",15 ft,0:00:01,10 mph,804 ft,106° true,N42° 34.226' W83° 11.816',87.8 °F,74
26,"6/25/20, 1:15:36 PM",19 ft,0:00:01,13 mph,804 ft,89° true,N42° 34.226' W83° 11.813',87.8 °F,74
27,"6/25/20, 1:15:37 PM",58 ft,0:00:02,20 mph,804 ft,83° true,N42° 34.226' W83° 11.809',87.8 °F,74
28,"6/25/20, 1:15:39 PM",169 ft,0:00:05,23 mph,804 ft,86° true,N42° 34.227' W83° 11.796',87.8 °F,73
29,"6/25/20, 1:15:44 PM",71 ft,0:00:02,24 mph,804 ft,88° true,N42° 34.229' W83° 11.758',87.8 °F,72
30,"6/25/20, 1:15:46 PM",105 ft,0:00:03,24 mph,804 ft,87° true,N42° 34.229' W83° 11.743',87.8 °F,75
31,"6/25/20, 1:15:49 PM",191 ft,0:00:06,22 mph,802 ft,87° true,N42° 34.230' W83° 11.719',87.8 °F,78
32,"6/25/20, 1:15:55 PM",46 ft,0:00:02,16 mph,801 ft,95° true,N42° 34.232' W83° 11.677',87.8 °F,76
33,"6/25/20, 1:15:57 PM",19 ft,0:00:01,13 mph,801 ft,119° true,N42° 34.231' W83° 11.667',89.6 °F,76
34,"6/25/20, 1:15:58 PM",23 ft,0:00:01,16 mph,801 ft,170° true,N42° 34.229' W83° 11.663',89.6 °F,75
35,"6/25/20, 1:15:59 PM",22 ft,0:00:01,15 mph,801 ft,172° true,N42° 34.226' W83° 11.662',89.6 °F,75
36,"6/25/20, 1:16:00 PM",25 ft,0:00:01,17 mph,801 ft,183° true,N42° 34.222' W83° 11.661',89.6 °F,75
37,"6/25/20, 1:16:01 PM",58 ft,0:00:02,20 mph,801 ft,182° true,N42° 34.218' W83° 11.662',89.6 °F,74
38,"6/25/20, 1:16:03 PM",66 ft,0:00:02,23 mph,800 ft,177° true,N42° 34.208' W83° 11.662',89.6 °F,76
39,"6/25/20, 1:16:05 PM",71 ft,0:00:02,24 mph,799 ft,179° true,N42° 34.197' W83° 11.661',89.6 °F,79
40,"6/25/20, 1:16:07 PM",70 ft,0:00:02,24 mph,797 ft,181° true,N42° 34.186' W83° 11.661',89.6 °F,81
41,"6/25/20, 1:16:09 PM",158 ft,0:00:05,22 mph,796 ft,184° true,N42° 34.174' W83° 11.662',89.6 °F,81
42,"6/25/20, 1:16:14 PM",56 ft,0:00:02,19 mph,794 ft,166° true,N42° 34.148' W83° 11.664',89.6 °F,81
43,"6/25/20, 1:16:16 PM",23 ft,0:00:01,16 mph,793 ft,143° true,N42° 34.140' W83° 11.661',89.6 °F,80
44,"6/25/20, 1:16:17 PM",27 ft,0:00:01,19 mph,793 ft,88° true,N42° 34.137' W83° 11.658',89.6 °F,79
45,"6/25/20, 1:16:18 PM",34 ft,0:00:01,23 mph,793 ft,82° true,N42° 34.137' W83° 11.652',89.6 °F,79
46,"6/25/20, 1:16:19 PM",72 ft,0:00:02,25 mph,793 ft,84° true,N42° 34.137' W83° 11.644',89.6 °F,77
47,"6/25/20, 1:16:21 PM",74 ft,0:00:02,25 mph,792 ft,83° true,N42° 34.139' W83° 11.628',89.6 °F,74
48,"6/25/20, 1:16:23 PM",84 ft,0:00:03,19 mph,792 ft,83° true,N42° 34.140' W83° 11.612',89.6 °F,74
49,"6/25/20, 1:16:26 PM",20 ft,0:00:01,13 mph,791 ft,67° true,N42° 34.142' W83° 11.593',89.6 °F,75
50,"6/25/20, 1:16:27 PM",20 ft,0:00:01,14 mph,791 ft,52° true,N42° 34.143' W83° 11.589',89.6 °F,75
51,"6/25/20, 1:16:28 PM",48 ft,0:00:02,16 mph,791 ft,19° true,N42° 34.145' W83° 11.586',89.6 °F,75
52,"6/25/20, 1:16:30 PM",102 ft,0:00:03,23 mph,791 ft,0° true,N42° 34.153' W83° 11.582',89.6 °F,76
53,"6/25/20, 1:16:33 PM",195 ft,0:00:05,27 mph,791 ft,356° true,N42° 34.169' W83° 11.582',89.6 °F,76
54,"6/25/20, 1:16:38 PM",39 ft,0:00:01,27 mph,793 ft,353° true,N42° 34.201' W83° 11.585',89.6 °F,75
55,"6/25/20, 1:16:39 PM",75 ft,0:00:02,26 mph,793 ft,359° true,N42° 34.208' W83° 11.586',89.6 °F,75
56,"6/25/20, 1:16:41 PM",37 ft,0:00:01,25 mph,795 ft,358° true,N42° 34.220' W83° 11.587',89.6 °F,68
57,"6/25/20, 1:16:42 PM",106 ft,0:00:03,24 mph,796 ft,359° true,N42° 34.226' W83° 11.587',89.6 °F,68
58,"6/25/20, 1:16:45 PM",176 ft,0:00:05,24 mph,797 ft,355° true,N42° 34.244' W83° 11.587',89.6 °F,68
59,"6/25/20, 1:16:50 PM",33 ft,0:00:01,22 mph,800 ft,350° true,N42° 34.272' W83° 11.591',89.6 °F,70
60,"6/25/20, 1:16:51 PM",57 ft,0:00:02,19 mph,801 ft,348° true,N42° 34.278' W83° 11.592',89.6 °F,70
61,"6/25/20, 1:16:53 PM",41 ft,0:00:02,14 mph,801 ft,343° true,N42° 34.287' W83° 11.594',89.6 °F,70
62,"6/25/20, 1:16:55 PM",39 ft,0:00:03,9 mph,801 ft,313° true,N42° 34.293' W83° 11.597',89.6 °F,70
63,"6/25/20, 1:16:58 PM",27 ft,0:00:01,19 mph,801 ft,260° true,N42° 34.298' W83° 11.604',89.6 °F,72
64,"6/25/20, 1:16:59 PM",29 ft,0:00:01,20 mph,802 ft,252° true,N42° 34.297' W83° 11.609',89.6 °F,72
65,"6/25/20, 1:17:00 PM",92 ft,0:00:03,21 mph,802 ft,257° true,N42° 34.295' W83° 11.616',89.6 °F,72
66,"6/25/20, 1:17:03 PM",86 ft,0:00:03,20 mph,803 ft,264° true,N42° 34.292' W83° 11.636',89.6 °F,72
67,"6/25/20, 1:17:06 PM",22 ft,0:00:01,15 mph,803 ft,284° true,N42° 34.290' W83° 11.655',89.6 °F,73
68,"6/25/20, 1:17:07 PM",19 ft,0:00:01,13 mph,803 ft,299° true,N42° 34.291' W83° 11.660',89.6 °F,73
69,"6/25/20, 1:17:08 PM",21 ft,0:00:01,14 mph,804 ft,340° true,N42° 34.293' W83° 11.663',89.6 °F,73
70,"6/25/20, 1:17:09 PM",26 ft,0:00:01,17 mph,804 ft,355° true,N42° 34.296' W83° 11.665',89.6 °F,74
71,"6/25/20, 1:17:10 PM",66 ft,0:00:02,22 mph,804 ft,359° true,N42° 34.300' W83° 11.665',89.6 °F,73
72,"6/25/20, 1:17:12 PM",78 ft,0:00:02,26 mph,804 ft,358° true,N42° 34.311' W83° 11.666',89.6 °F,74
73,"6/25/20, 1:17:14 PM",165 ft,0:00:04,28 mph,804 ft,358° true,N42° 34.324' W83° 11.666',89.6 °F,74
74,"6/25/20, 1:17:18 PM",192 ft,0:00:05,26 mph,805 ft,358° true,N42° 34.351' W83° 11.667',89.6 °F,73
75,"6/25/20, 1:17:23 PM",111 ft,0:00:03,25 mph,804 ft,358° true,N42° 34.382' W83° 11.669',89.6 °F,73
76,"6/25/20, 1:17:26 PM",114 ft,0:00:03,26 mph,802 ft,358° true,N42° 34.400' W83° 11.670',89.6 °F,76
77,"6/25/20, 1:17:29 PM",154 ft,0:00:04,26 mph,802 ft,357° true,N42° 34.419' W83° 11.671',89.6 °F,79
78,"6/25/20, 1:17:33 PM",179 ft,0:00:05,24 mph,802 ft,359° true,N42° 34.444' W83° 11.672',89.6 °F,79
79,"6/25/20, 1:17:38 PM",64 ft,0:00:02,22 mph,802 ft,359° true,N42° 34.474' W83° 11.673',89.6 °F,77
80,"6/25/20, 1:17:40 PM",58 ft,0:00:02,20 mph,802 ft,335° true,N42° 34.484' W83° 11.674',89.6 °F,77
81,"6/25/20, 1:17:42 PM",30 ft,0:00:01,20 mph,803 ft,319° true,N42° 34.493' W83° 11.679',89.6 °F,71
82,"6/25/20, 1:17:43 PM",31 ft,0:00:01,21 mph,804 ft,294° true,N42° 34.497' W83° 11.684',89.6 °F,73
83,"6/25/20, 1:17:44 PM",33 ft,0:00:01,23 mph,804 ft,282° true,N42° 34.499' W83° 11.690',89.6 °F,72
84,"6/25/20, 1:17:45 PM",171 ft,0:00:05,23 mph,804 ft,278° true,N42° 34.500' W83° 11.697',89.6 °F,72
85,"6/25/20, 1:17:50 PM",72 ft,0:00:02,24 mph,803 ft,275° true,N42° 34.504' W83° 11.735',89.6 °F,75
86,"6/25/20, 1:17:52 PM",148 ft,0:00:04,25 mph,802 ft,271° true,N42° 34.505' W83° 11.751',89.6 °F,78
87,"6/25/20, 1:17:56 PM",161 ft,0:00:05,22 mph,801 ft,267° true,N42° 34.505' W83° 11.784',89.6 °F,77
88,"6/25/20, 1:18:01 PM",18 ft,0:00:01,12 mph,798 ft,269° true,N42° 34.504' W83° 11.820',89.6 °F,74
89,"6/25/20, 1:18:02 PM",17 ft,0:00:02,6 mph,793 ft,264° true,N42° 34.504' W83° 11.824',89.6 °F,74
90,"6/25/20, 1:18:04 PM",20 ft,0:00:02,7 mph,793 ft,251° true,N42° 34.504' W83° 11.828',89.6 °F,74
91,"6/25/20, 1:18:06 PM",17 ft,0:00:01,12 mph,792 ft,211° true,N42° 34.502' W83° 11.832',89.6 °F,74
92,"6/25/20, 1:18:07 PM",23 ft,0:00:01,16 mph,793 ft,196° true,N42° 34.500' W83° 11.834',89.6 °F,74
93,"6/25/20, 1:18:08 PM",54 ft,0:00:02,18 mph,793 ft,175° true,N42° 34.497' W83° 11.835',89.6 °F,74
94,"6/25/20, 1:18:10 PM",113 ft,0:00:03,26 mph,793 ft,153° true,N42° 34.488' W83° 11.834',89.6 °F,74
95,"6/25/20, 1:18:13 PM",40 ft,0:00:01,27 mph,793 ft,157° true,N42° 34.471' W83° 11.823',89.6 °F,73
96,"6/25/20, 1:18:14 PM",82 ft,0:00:02,28 mph,792 ft,165° true,N42° 34.465' W83° 11.819',89.6 °F,73
97,"6/25/20, 1:18:16 PM",130 ft,0:00:03,29 mph,791 ft,174° true,N42° 34.452' W83° 11.815',89.6 °F,73
98,"6/25/20, 1:18:19 PM",82 ft,0:00:02,28 mph,789 ft,177° true,N42° 34.431' W83° 11.812',89.6 °F,74
99,"6/25/20, 1:18:21 PM",198 ft,0:00:05,27 mph,789 ft,177° true,N42° 34.417' W83° 11.811',89.6 °F,74
100,"6/25/20, 1:18:26 PM",118 ft,0:00:03,27 mph,791 ft,177° true,N42° 34.385' W83° 11.809',89.6 °F,74
101,"6/25/20, 1:18:29 PM",38 ft,0:00:01,26 mph,792 ft,178° true,N42° 34.366' W83° 11.807',89.6 °F,71
102,"6/25/20, 1:18:30 PM",150 ft,0:00:04,25 mph,793 ft,179° true,N42° 34.359' W83° 11.807',89.6 °F,69
103,"6/25/20, 1:18:34 PM",37 ft,0:00:01,25 mph,797 ft,178° true,N42° 34.335' W83° 11.806',89.6 °F,66
104,"6/25/20, 1:18:35 PM",109 ft,0:00:03,25 mph,797 ft,177° true,N42° 34.329' W83° 11.806',89.6 °F,66
105,"6/25/20, 1:18:38 PM",94 ft,0:00:03,21 mph,797 ft,180° true,N42° 34.311' W83° 11.805',89.6 °F,66
106,"6/25/20, 1:18:41 PM",23 ft,0:00:01,16 mph,798 ft,187° true,N42° 34.295' W83° 11.805',89.6 °F,69
107,"6/25/20, 1:18:42 PM",16 ft,0:00:01,11 mph,798 ft,189° true,N42° 34.292' W83° 11.805',89.6 °F,70
108,"6/25/20, 1:18:43 PM",16 ft,0:00:02,5 mph,798 ft,190° true,N42° 34.289' W83° 11.806',89.6 °F,73
109,"6/25/20, 1:18:45 PM",42 ft,0:00:03,10 mph,798 ft,196° true,N42° 34.287' W83° 11.806',89.6 °F,74
110,"6/25/20, 1:18:48 PM",116 ft,0:00:04,20 mph,798 ft,195° true,N42° 34.280' W83° 11.809',89.6 °F,73
111,"6/25/20, 1:18:52 PM",33 ft,0:00:01,22 mph,799 ft,186° true,N42° 34.261' W83° 11.816',89.6 °F,74
112,"6/25/20, 1:18:53 PM",130 ft,0:00:04,22 mph,799 ft,181° true,N42° 34.256' W83° 11.816',89.6 °F,73
113,"6/25/20, 1:18:57 PM",46 ft,0:00:02,16 mph,800 ft,174° true,N42° 34.235' W83° 11.817',89.6 °F,72
114,"6/25/20, 1:18:59 PM",18 ft,0:00:01,12 mph,800 ft,164° true,N42° 34.227' W83° 11.816',89.6 °F,71
115,"6/25/20, 1:19:00 PM",15 ft,0:00:01,10 mph,800 ft,140° true,N42° 34.224' W83° 11.815',89.6 °F,71
116,"6/25/20, 1:19:01 PM",24 ft,0:00:01,16 mph,799 ft,103° true,N42° 34.222' W83° 11.812',89.6 °F,71
117,"6/25/20, 1:19:02 PM",87 ft,0:00:03,20 mph,799 ft,81° true,N42° 34.222' W83° 11.807',89.6 °F,71
118,"6/25/20, 1:19:05 PM",66 ft,0:00:02,22 mph,798 ft,84° true,N42° 34.224' W83° 11.788',89.6 °F,72
119,"6/25/20, 1:19:07 PM",103 ft,0:00:03,23 mph,798 ft,86° true,N42° 34.225' W83° 11.774',89.6 °F,68
120,"6/25/20, 1:19:10 PM",170 ft,0:00:05,23 mph,798 ft,85° true,N42° 34.226' W83° 11.751',89.6 °F,70
121,"6/25/20, 1:19:15 PM",34 ft,0:00:01,23 mph,797 ft,87° true,N42° 34.228' W83° 11.713',89.6 °F,70
122,"6/25/20, 1:19:16 PM",121 ft,0:00:04,21 mph,797 ft,87° true,N42° 34.229' W83° 11.705',89.6 °F,70
123,"6/25/20, 1:19:20 PM",25 ft,0:00:01,17 mph,796 ft,85° true,N42° 34.230' W83° 11.678',89.6 °F,73
124,"6/25/20, 1:19:21 PM",21 ft,0:00:01,14 mph,796 ft,96° true,N42° 34.230' W83° 11.673',89.6 °F,74
125,"6/25/20, 1:19:22 PM",35 ft,0:00:02,12 mph,796 ft,137° true,N42° 34.230' W83° 11.668',89.6 °F,75
126,"6/25/20, 1:19:24 PM",41 ft,0:00:02,14 mph,795 ft,174° true,N42° 34.225' W83° 11.663',89.6 °F,76
127,"6/25/20, 1:19:26 PM",42 ft,0:00:02,14 mph,795 ft,181° true,N42° 34.219' W83° 11.662',89.6 °F,76
128,"6/25/20, 1:19:28 PM",59 ft,0:00:03,13 mph,795 ft,181° true,N42° 34.212' W83° 11.662',89.6 °F,75
129,"6/25/20, 1:19:31 PM",19 ft,0:00:01,13 mph,793 ft,177° true,N42° 34.202' W83° 11.662',89.6 °F,78
130,"6/25/20, 1:19:32 PM",34 ft,0:00:02,12 mph,791 ft,170° true,N42° 34.199' W83° 11.662',89.6 °F,78
131,"6/25/20, 1:19:34 PM",35 ft,0:00:02,12 mph,790 ft,172° true,N42° 34.193' W83° 11.661',89.6 °F,78
132,"6/25/20, 1:19:36 PM",21 ft,0:00:01,14 mph,790 ft,177° true,N42° 34.188' W83° 11.660',89.6 °F,80
133,"6/25/20, 1:19:37 PM",22 ft,0:00:01,15 mph,790 ft,179° true,N42° 34.184' W83° 11.659',89.6 °F,77
134,"6/25/20, 1:19:38 PM",26 ft,0:00:01,18 mph,790 ft,177° true,N42° 34.181' W83° 11.659',89.6 °F,80
135,"6/25/20, 1:19:39 PM",89 ft,0:00:03,20 mph,790 ft,180° true,N42° 34.176' W83° 11.659',89.6 °F,81
136,"6/25/20, 1:19:42 PM",29 ft,0:00:01,20 mph,789 ft,190° true,N42° 34.162' W83° 11.659',89.6 °F,82
137,"6/25/20, 1:19:43 PM",27 ft,0:00:01,18 mph,789 ft,186° true,N42° 34.157' W83° 11.660',89.6 °F,82
138,"6/25/20, 1:19:44 PM",50 ft,0:00:02,17 mph,789 ft,176° true,N42° 34.153' W83° 11.661',89.6 °F,84
139,"6/25/20, 1:19:46 PM",22 ft,0:00:01,15 mph,788 ft,160° true,N42° 34.144' W83° 11.660',89.6 °F,82
140,"6/25/20, 1:19:47 PM",23 ft,0:00:01,16 mph,787 ft,145° true,N42° 34.141' W83° 11.659',89.6 °F,83
141,"6/25/20, 1:19:48 PM",60 ft,0:00:02,21 mph,787 ft,87° true,N42° 34.138' W83° 11.656',89.6 °F,80
142,"6/25/20, 1:19:50 PM",145 ft,0:00:04,25 mph,787 ft,86° true,N42° 34.139' W83° 11.642',89.6 °F,84
143,"6/25/20, 1:19:54 PM",34 ft,0:00:01,23 mph,787 ft,86° true,N42° 34.140' W83° 11.610',89.6 °F,83
144,"6/25/20, 1:19:55 PM",75 ft,0:00:03,17 mph,787 ft,80° true,N42° 34.141' W83° 11.602',91.4 °F,84
145,"6/25/20, 1:19:58 PM",38 ft,0:00:02,13 mph,786 ft,49° true,N42° 34.143' W83° 11.586',91.4 °F,82
146,"6/25/20, 1:20:00 PM",23 ft,0:00:01,16 mph,786 ft,12° true,N42° 34.147' W83° 11.579',91.4 °F,84
147,"6/25/20, 1:20:01 PM",31 ft,0:00:01,21 mph,786 ft,358° true,N42° 34.151' W83° 11.578',91.4 °F,84
148,"6/25/20, 1:20:02 PM",72 ft,0:00:02,25 mph,786 ft,354° true,N42° 34.156' W83° 11.578',91.4 °F,83
149,"6/25/20, 1:20:04 PM",37 ft,0:00:01,25 mph,786 ft,355° true,N42° 34.167' W83° 11.580',91.4 °F,84
150,"6/25/20, 1:20:05 PM",39 ft,0:00:01,26 mph,786 ft,354° true,N42° 34.174' W83° 11.581',91.4 °F,80
151,"6/25/20, 1:20:06 PM",114 ft,0:00:03,26 mph,786 ft,355° true,N42° 34.180' W83° 11.582',91.4 °F,76
152,"6/25/20, 1:20:09 PM",38 ft,0:00:01,26 mph,787 ft,357° true,N42° 34.198' W83° 11.584',91.4 °F,73
153,"6/25/20, 1:20:10 PM",185 ft,0:00:05,25 mph,787 ft,358° true,N42° 34.205' W83° 11.584',91.4 °F,75
154,"6/25/20, 1:20:15 PM",38 ft,0:00:01,26 mph,791 ft,356° true,N42° 34.235' W83° 11.585',91.4 °F,74
155,"6/25/20, 1:20:16 PM",38 ft,0:00:01,26 mph,792 ft,355° true,N42° 34.241' W83° 11.586',91.4 °F,74
156,"6/25/20, 1:20:17 PM",179 ft,0:00:05,24 mph,793 ft,353° true,N42° 34.247' W83° 11.587',91.4 °F,74
157,"6/25/20, 1:20:22 PM",106 ft,0:00:04,18 mph,793 ft,345° true,N42° 34.277' W83° 11.591',91.4 °F,75
158,"6/25/20, 1:20:26 PM",44 ft,0:00:03,10 mph,794 ft,301° true,N42° 34.293' W83° 11.597',91.4 °F,75
159,"6/25/20, 1:20:29 PM",24 ft,0:00:01,16 mph,794 ft,259° true,N42° 34.297' W83° 11.606',91.4 °F,73
160,"6/25/20, 1:20:30 PM",28 ft,0:00:01,19 mph,794 ft,255° true,N42° 34.296' W83° 11.611',91.4 °F,77
161,"6/25/20, 1:20:31 PM",30 ft,0:00:01,20 mph,795 ft,259° true,N42° 34.295' W83° 11.617',91.4 °F,74
162,"6/25/20, 1:20:32 PM",30 ft,0:00:01,21 mph,795 ft,263° true,N42° 34.294' W83° 11.623',91.4 °F,75
163,"6/25/20, 1:20:33 PM",91 ft,0:00:03,21 mph,797 ft,262° true,N42° 34.294' W83° 11.630',91.4 °F,75
164,"6/25/20, 1:20:36 PM",26 ft,0:00:01,18 mph,799 ft,272° true,N42° 34.292' W83° 11.650',91.4 °F,79
165,"6/25/20, 1:20:37 PM",39 ft,0:00:02,13 mph,799 ft,293° true,N42° 34.292' W83° 11.656',91.4 °F,82
166,"6/25/20, 1:20:39 PM",19 ft,0:00:01,13 mph,799 ft,335° true,N42° 34.294' W83° 11.664',91.4 °F,85
167,"6/25/20, 1:20:40 PM",26 ft,0:00:01,17 mph,799 ft,357° true,N42° 34.297' W83° 11.666',91.4 °F,87
168,"6/25/20, 1:20:41 PM",64 ft,0:00:02,22 mph,799 ft,3° true,N42° 34.301' W83° 11.666',91.4 °F,91
169,"6/25/20, 1:20:43 PM",37 ft,0:00:01,26 mph,800 ft,0° true,N42° 34.312' W83° 11.666',91.4 °F,93
170,"6/25/20, 1:20:44 PM",193 ft,0:00:05,26 mph,800 ft,359° true,N42° 34.318' W83° 11.666',89.6 °F,93
171,"6/25/20, 1:20:49 PM",39 ft,0:00:01,26 mph,799 ft,358° true,N42° 34.350' W83° 11.666',89.6 °F,93
172,"6/25/20, 1:20:50 PM",77 ft,0:00:02,26 mph,799 ft,358° true,N42° 34.356' W83° 11.666',89.6 °F,90
173,"6/25/20, 1:20:52 PM",78 ft,0:00:02,27 mph,799 ft,357° true,N42° 34.369' W83° 11.667',89.6 °F,86
174,"6/25/20, 1:20:54 PM",72 ft,0:00:02,25 mph,799 ft,359° true,N42° 34.382' W83° 11.668',89.6 °F,83
175,"6/25/20, 1:20:56 PM",35 ft,0:00:01,24 mph,799 ft,358° true,N42° 34.393' W83° 11.668',89.6 °F,76
176,"6/25/20, 1:20:57 PM",35 ft,0:00:01,24 mph,799 ft,356° true,N42° 34.399' W83° 11.668',89.6 °F,73
177,"6/25/20, 1:20:58 PM",144 ft,0:00:04,25 mph,799 ft,357° true,N42° 34.405' W83° 11.669',89.6 °F,72
178,"6/25/20, 1:21:02 PM",148 ft,0:00:04,25 mph,797 ft,358° true,N42° 34.429' W83° 11.670',87.8 °F,71
179,"6/25/20, 1:21:06 PM",181 ft,0:00:05,25 mph,798 ft,356° true,N42° 34.453' W83° 11.672',87.8 °F,70
180,"6/25/20, 1:21:11 PM",32 ft,0:00:01,22 mph,801 ft,348° true,N42° 34.483' W83° 11.674',87.8 °F,72
181,"6/25/20, 1:21:12 PM",62 ft,0:00:02,21 mph,801 ft,325° true,N42° 34.488' W83° 11.676',87.8 °F,72
182,"6/25/20, 1:21:14 PM",31 ft,0:00:01,21 mph,803 ft,294° true,N42° 34.496' W83° 11.684',87.8 °F,73
183,"6/25/20, 1:21:15 PM",34 ft,0:00:01,23 mph,802 ft,284° true,N42° 34.498' W83° 11.690',87.8 °F,74
184,"6/25/20, 1:21:16 PM",78 ft,0:00:02,27 mph,802 ft,279° true,N42° 34.500' W83° 11.697',87.8 °F,74
185,"6/25/20, 1:21:18 PM",202 ft,0:00:05,28 mph,801 ft,277° true,N42° 34.502' W83° 11.715',87.8 °F,75
186,"6/25/20, 1:21:23 PM",77 ft,0:00:02,26 mph,802 ft,270° true,N42° 34.505' W83° 11.759',87.8 °F,75
187,"6/25/20, 1:21:25 PM",73 ft,0:00:02,25 mph,802 ft,267° true,N42° 34.505' W83° 11.776',87.8 °F,75
188,"6/25/20, 1:21:27 PM",95 ft,0:00:03,22 mph,802 ft,267° true,N42° 34.505' W83° 11.793',86.0 °F,74
189,"6/25/20, 1:21:30 PM",50 ft,0:00:03,11 mph,802 ft,261° true,N42° 34.504' W83° 11.814',86.0 °F,75
190,"6/25/20, 1:21:33 PM",43 ft,0:00:04,7 mph,799 ft,239° true,N42° 34.502' W83° 11.825',86.0 °F,74
191,"6/25/20, 1:21:37 PM",51 ft,0:00:02,18 mph,798 ft,190° true,N42° 34.499' W83° 11.833',86.0 °F,72
192,"6/25/20, 1:21:39 PM",66 ft,0:00:02,22 mph,797 ft,164° true,N42° 34.491' W83° 11.835',86.0 °F,71
193,"6/25/20, 1:21:41 PM",37 ft,0:00:01,26 mph,797 ft,153° true,N42° 34.480' W83° 11.831',86.0 °F,71
194,"6/25/20, 1:21:42 PM",115 ft,0:00:03,26 mph,797 ft,157° true,N42° 34.475' W83° 11.827',86.0 °F,72
195,"6/25/20, 1:21:45 PM",40 ft,0:00:01,27 mph,797 ft,167° true,N42° 34.457' W83° 11.817',86.0 °F,72
196,"6/25/20, 1:21:46 PM",161 ft,0:00:04,27 mph,791 ft,176° true,N42° 34.451' W83° 11.815',86.0 °F,72
197,"6/25/20, 1:21:50 PM",41 ft,0:00:01,28 mph,793 ft,177° true,N42° 34.425' W83° 11.813',86.0 °F,75
198,"6/25/20, 1:21:51 PM",41 ft,0:00:01,28 mph,792 ft,176° true,N42° 34.418' W83° 11.813',86.0 °F,74
199,"6/25/20, 1:21:52 PM",41 ft,0:00:01,28 mph,792 ft,176° true,N42° 34.411' W83° 11.812',86.0 °F,77
200,"6/25/20, 1:21:53 PM",40 ft,0:00:01,27 mph,792 ft,176° true,N42° 34.405' W83° 11.811',86.0 °F,80
201,"6/25/20, 1:21:54 PM",193 ft,0:00:05,26 mph,792 ft,177° true,N42° 34.398' W83° 11.811',86.0 °F,80
