Index,Time,Leg Distance,Leg Time,Leg Speed,Elevation,Leg Course ,Position,Temperature,Heart Rate
157,"6/18/20, 1:23:41 PM",35 ft,0:00:01,24 mph,760 ft,251° true,N42° 34.293' W83° 11.604',89.6 °F,72
158,"6/18/20, 1:23:42 PM",102 ft,0:00:03,23 mph,760 ft,261° true,N42° 34.291' W83° 11.611',89.6 °F,73
159,"6/18/20, 1:23:45 PM",135 ft,0:00:05,18 mph,760 ft,269° true,N42° 34.288' W83° 11.634',89.6 °F,75
160,"6/18/20, 1:23:50 PM",40 ft,0:00:02,14 mph,760 ft,334° true,N42° 34.288' W83° 11.664',89.6 °F,74
161,"6/18/20, 1:23:52 PM",91 ft,0:00:03,21 mph,761 ft,356° true,N42° 34.294' W83° 11.668',89.6 °F,73
162,"6/18/20, 1:23:55 PM",123 ft,0:00:03,28 mph,762 ft,0° true,N42° 34.309' W83° 11.669',89.6 °F,74
163,"6/18/20, 1:23:58 PM",40 ft,0:00:01,27 mph,762 ft,359° true,N42° 34.329' W83° 11.669',89.6 °F,77
164,"6/18/20, 1:23:59 PM",80 ft,0:00:02,27 mph,762 ft,359° true,N42° 34.335' W83° 11.669',89.6 °F,74
165,"6/18/20, 1:24:01 PM",119 ft,0:00:03,27 mph,762 ft,356° true,N42° 34.349' W83° 11.670',89.6 °F,75
166,"6/18/20, 1:24:04 PM",38 ft,0:00:01,26 mph,762 ft,357° true,N42° 34.368' W83° 11.672',89.6 °F,70
167,"6/18/20, 1:24:05 PM",78 ft,0:00:02,26 mph,761 ft,357° true,N42° 34.374' W83° 11.672',89.6 °F,66
168,"6/18/20, 1:24:07 PM",38 ft,0:00:01,26 mph,761 ft,359° true,N42° 34.387' W83° 11.673',89.6 °F,63
169,"6/18/20, 1:24:08 PM",192 ft,0:00:05,26 mph,761 ft,358° true,N42° 34.393' W83° 11.673',89.6 °F,62
170,"6/18/20, 1:24:13 PM",38 ft,0:00:01,26 mph,762 ft,359° true,N42° 34.425' W83° 11.674',89.6 °F,60
171,"6/18/20, 1:24:14 PM",73 ft,0:00:02,25 mph,762 ft,358° true,N42° 34.431' W83° 11.674',89.6 °F,60
172,"6/18/20, 1:24:16 PM",185 ft,0:00:05,25 mph,762 ft,357° true,N42° 34.443' W83° 11.675',89.6 °F,61
173,"6/18/20, 1:24:21 PM",70 ft,0:00:02,24 mph,762 ft,351° true,N42° 34.473' W83° 11.677',89.6 °F,63
174,"6/18/20, 1:24:23 PM",65 ft,0:00:02,22 mph,763 ft,324° true,N42° 34.484' W83° 11.679',89.6 °F,64
175,"6/18/20, 1:24:25 PM",69 ft,0:00:02,24 mph,763 ft,295° true,N42° 34.493' W83° 11.688',89.6 °F,66
176,"6/18/20, 1:24:27 PM",37 ft,0:00:01,25 mph,764 ft,281° true,N42° 34.498' W83° 11.702',89.6 °F,67
177,"6/18/20, 1:24:28 PM",204 ft,0:00:05,28 mph,765 ft,276° true,N42° 34.499' W83° 11.710',89.6 °F,68
178,"6/18/20, 1:24:33 PM",125 ft,0:00:03,28 mph,763 ft,272° true,N42° 34.502' W83° 11.755',89.6 °F,70
179,"6/18/20, 1:24:36 PM",80 ft,0:00:02,27 mph,762 ft,269° true,N42° 34.503' W83° 11.783',89.6 °F,73
180,"6/18/20, 1:24:38 PM",113 ft,0:00:04,19 mph,762 ft,267° true,N42° 34.503' W83° 11.801',89.6 °F,72
181,"6/18/20, 1:24:42 PM",15 ft,0:00:01,10 mph,760 ft,270° true,N42° 34.502' W83° 11.826',89.6 °F,70
182,"6/18/20, 1:24:43 PM",,,,755 ft,,N42° 34.502' W83° 11.829',89.6 °F,70
